po_id,vendor_rfc,date,amount,requester,approver,description
PO-00216,DCZ750812CFV,2026-04-13,15437.28,Ana Ruiz 07 00000067,Bruno Garcia 08 00000067,Servicios de logistica y entrega
PO-00084,DCO941119CAI,2026-06-02,42860.84,Carla Soto 09 00000067,Diego Luna 10 00000067,Servicios de consultoria operativa
PO-00063,DDE801119CII,2026-06-11,89622.76,Diego Luna 10 00000067,Ana Ruiz 01 00000067,Servicios de logistica y entrega
PO-00219,DDB770226CGV,2026-05-05,90364.00,Carla Soto 09 00000067,Diego Luna 10 00000067,Soporte y licencias de tecnologia
PO-00157,DDH830812CJV,2026-01-18,51239.52,Bruno Garcia 08 00000067,Carla Soto 09 00000067,Mantenimiento preventivo de instalaciones
PO-00175,DDL870812CLV,2026-03-08,47326.84,Ana Ruiz 07 00000067,Bruno Garcia 08 00000067,Soporte y licencias de tecnologia
PO-00369,DDP910812CNV,2026-04-15,14353.84,Carla Soto 09 00000067,Diego Luna 10 00000067,Suministro de insumos de produccion
PO-00367,DCV710812CDV,2026-02-27,32195.80,Fabian Rios 06 00000067,Ana Ruiz 07 00000067,Suministro de insumos de produccion
PO-00133,DCG861119BWI,2026-03-10,107022.76,Carla Soto 09 00000067,Diego Luna 10 00000067,Suministro de insumos de produccion
PO-00185,DCK901119BYI,2026-04-18,44898.96,Bruno Garcia 08 00000067,Carla Soto 09 00000067,Servicios de logistica y entrega
PO-00083,DCN930812BZV,2026-05-26,15129.88,Fabian Rios 06 00000067,Ana Ruiz 07 00000067,Mantenimiento preventivo de instalaciones
PO-00065,DCF850812BVV,2026-02-24,35080.72,Ana Ruiz 07 00000067,Bruno Garcia 08 00000067,Servicios de logistica y entrega
PO-00095,DDA761119CGI,2026-04-26,95626.92,Bruno Garcia 02 00000067,Carla Soto 03 00000067,Suministro de insumos de produccion
PO-00333,DDB770226CGV,2026-05-04,49790.68,Bruno Garcia 02 00000067,Carla Soto 03 00000067,Soporte y licencias de tecnologia
PO-00242,DDJ850226CKV,2026-02-12,102555.60,Ana Ruiz 01 00000067,Bruno Garcia 02 00000067,Servicios de logistica y entrega
PO-00265,DCE840505BVI,2026-02-18,21363.72,Ana Ruiz 01 00000067,Bruno Garcia 02 00000067,Servicios de consultoria operativa
PO-00346,DCX730226CEV,2026-03-20,74843.20,Ana Ruiz 01 00000067,Bruno Garcia 02 00000067,Mantenimiento preventivo de instalaciones
PO-00231,DCQ960505CBI,2026-06-24,95695.36,Ana Ruiz 01 00000067,Bruno Garcia 02 00000067,Suministro de insumos de produccion
PO-00190,DDV970226CQV,2026-06-25,107463.56,Diego Luna 10 00000067,Ana Ruiz 01 00000067,Soporte y licencias de tecnologia
PO-00307,DCG861119BWI,2026-03-11,57230.92,Fabian Rios 06 00000067,Ana Ruiz 07 00000067,Suministro de insumos de produccion
PO-00264,DDI841119CKI,2026-01-28,49345.24,Bruno Garcia 02 00000067,Carla Soto 03 00000067,Servicios de consultoria operativa
PO-00321,DDJ850226CKV,2026-02-09,28598.64,Diego Luna 10 00000067,Ana Ruiz 01 00000067,Servicios de logistica y entrega
PO-00030,DCO941119CAI,2026-06-04,61011.36,Carla Soto 03 00000067,Diego Luna 04 00000067,Servicios de consultoria operativa
PO-00115,DCL910226BYV,2026-05-03,99945.60,Ana Ruiz 07 00000067,Bruno Garcia 08 00000067,Suministro de insumos de produccion
PO-00102,DDA761119CGI,2026-04-28,34202.60,Fabian Rios 06 00000067,Ana Ruiz 07 00000067,Suministro de insumos de produccion
PO-00036,DCH870226BWV,2026-03-20,108629.36,Carla Soto 03 00000067,Diego Luna 04 00000067,Soporte y licencias de tecnologia
PO-00207,DDT950812CPV,2026-05-30,29096.28,Diego Luna 10 00000067,Ana Ruiz 01 00000067,Servicios de logistica y entrega
PO-00313,DCC821119BUI,2026-01-27,45896.56,Carla Soto 09 00000067,Diego Luna 10 00000067,Soporte y licencias de tecnologia
PO-00087,DCH870226BWV,2026-03-22,29650.76,Ana Ruiz 07 00000067,Bruno Garcia 08 00000067,Soporte y licencias de tecnologia
PO-00302,DDP910812CNV,2026-04-18,22658.28,Diego Luna 10 00000067,Ana Ruiz 01 00000067,Suministro de insumos de produccion
PO-00021,DDN890226CMV,2026-03-25,103062.52,Diego Luna 04 00000067,Elena Mora 05 00000067,Servicios de consultoria operativa
PO-00298,DDQ921119COI,2026-04-30,60260.84,Bruno Garcia 08 00000067,Carla Soto 09 00000067,Soporte y licencias de tecnologia
PO-00029,DCG861119BWI,2026-03-12,105408.04,Carla Soto 03 00000067,Diego Luna 04 00000067,Suministro de insumos de produccion
PO-00079,DCQ960505CBI,2026-06-29,82799.64,Fabian Rios 06 00000067,Ana Ruiz 07 00000067,Suministro de insumos de produccion
PO-00114,DDK860505CLI,2026-02-22,90053.12,Elena Mora 05 00000067,Fabian Rios 06 00000067,Suministro de insumos de produccion
PO-00150,DDN890226CMV,2026-03-30,61268.88,Carla Soto 09 00000067,Diego Luna 10 00000067,Servicios de consultoria operativa
PO-00160,DDP910812CNV,2026-04-19,36694.28,Ana Ruiz 07 00000067,Bruno Garcia 08 00000067,Suministro de insumos de produccion
PO-00311,DDQ921119COI,2026-04-26,104481.20,Diego Luna 10 00000067,Ana Ruiz 01 00000067,Soporte y licencias de tecnologia
PO-00055,DDQ921119COI,2026-04-29,77884.72,Ana Ruiz 01 00000067,Bruno Garcia 02 00000067,Soporte y licencias de tecnologia
PO-00322,DCP950226CAV,2026-06-15,97477.12,Diego Luna 04 00000067,Elena Mora 05 00000067,Servicios de logistica y entrega
PO-00032,DCM920505BZI,2026-05-13,60739.92,Ana Ruiz 01 00000067,Bruno Garcia 02 00000067,Soporte y licencias de tecnologia
PO-00043,DCX730226CEV,2026-03-22,36947.16,Elena Mora 05 00000067,Fabian Rios 06 00000067,Mantenimiento preventivo de instalaciones
PO-00239,DCD830226BUV,2026-02-03,69305.36,Bruno Garcia 02 00000067,Carla Soto 03 00000067,Mantenimiento preventivo de instalaciones
PO-00241,DDJ850226CKV,2026-02-11,24298.52,Diego Luna 04 00000067,Elena Mora 05 00000067,Servicios de logistica y entrega
PO-00168,DCI880505BXI,2026-04-02,16582.20,Bruno Garcia 08 00000067,Carla Soto 09 00000067,Mantenimiento preventivo de instalaciones
PO-00221,DCD830226BUV,2026-02-06,52728.96,Carla Soto 03 00000067,Diego Luna 04 00000067,Mantenimiento preventivo de instalaciones
PO-00056,DCX730226CEV,2026-03-26,90078.64,Carla Soto 03 00000067,Diego Luna 04 00000067,Mantenimiento preventivo de instalaciones
PO-00039,DCC821119BUI,2026-01-20,85021.04,Diego Luna 10 00000067,Ana Ruiz 01 00000067,Soporte y licencias de tecnologia
PO-00284,DCR970812CBV,2026-01-14,17212.08,Bruno Garcia 02 00000067,Carla Soto 03 00000067,Soporte y licencias de tecnologia
PO-00106,DCR970812CBV,2026-01-18,73234.28,Diego Luna 10 00000067,Ana Ruiz 01 00000067,Soporte y licencias de tecnologia
PO-00348,DCT990226CCV,2026-02-06,60175.00,Ana Ruiz 01 00000067,Bruno Garcia 02 00000067,Servicios de consultoria operativa
PO-00035,DDH830812CJV,2026-01-19,23565.40,Elena Mora 05 00000067,Fabian Rios 06 00000067,Mantenimiento preventivo de instalaciones
PO-00139,DDK860505CLI,2026-02-20,87158.92,Ana Ruiz 01 00000067,Bruno Garcia 02 00000067,Suministro de insumos de produccion
PO-00317,DED750226CUV,2026-04-08,49300.00,Bruno Garcia 08 00000067,Bruno Garcia 08 00000067,Insumo de seguridad
PO-00161,DCF850812BVV,2026-02-28,58624.08,Elena Mora 05 00000067,Fabian Rios 06 00000067,Servicios de logistica y entrega
PO-00246,DCZ750812CFV,2026-04-15,95809.04,Ana Ruiz 01 00000067,Bruno Garcia 02 00000067,Servicios de logistica y entrega
PO-00173,DCQ960505CBI,2026-06-27,63506.52,Bruno Garcia 02 00000067,Carla Soto 03 00000067,Suministro de insumos de produccion
PO-00054,DDC780505CHI,2026-05-20,45292.20,Bruno Garcia 08 00000067,Carla Soto 09 00000067,Mantenimiento preventivo de instalaciones
PO-00066,DEA720505CTI,2026-03-28,46400.00,Diego Luna 04 00000067,Elena Mora 05 00000067,Servicios de logistica y entrega
PO-00141,DDI841119CKI,2026-01-31,89394.24,Carla Soto 03 00000067,Diego Luna 04 00000067,Servicios de consultoria operativa
PO-00076,DCC821119BUI,2026-01-22,51433.24,Diego Luna 04 00000067,Elena Mora 05 00000067,Soporte y licencias de tecnologia
PO-00074,DCO941119CAI,2026-06-03,96675.56,Fabian Rios 06 00000067,Ana Ruiz 07 00000067,Servicios de consultoria operativa
PO-00243,DDF810226CIV,2026-06-19,94232.60,Diego Luna 10 00000067,Ana Ruiz 01 00000067,Suministro de insumos de produccion
PO-00072,DCZ750812CFV,2026-04-11,15852.56,Carla Soto 03 00000067,Diego Luna 04 00000067,Servicios de logistica y entrega
PO-00365,DCF850812BVV,2026-02-22,104591.40,Carla Soto 03 00000067,Diego Luna 04 00000067,Servicios de logistica y entrega
PO-00143,DDZ710226CSV,2026-03-01,51253.44,Fabian Rios 06 00000067,Fabian Rios 06 00000067,Paquete integrado de adecuacion de planta zona norte
PO-00088,DCP950226CAV,2026-06-17,16125.16,Bruno Garcia 08 00000067,Carla Soto 09 00000067,Servicios de logistica y entrega
PO-00335,DCD830226BUV,2026-02-04,64397.40,Carla Soto 09 00000067,Diego Luna 10 00000067,Mantenimiento preventivo de instalaciones
PO-00351,DCQ960505CBI,2026-06-26,100494.28,Elena Mora 05 00000067,Fabian Rios 06 00000067,Suministro de insumos de produccion
PO-00361,DDN890226CMV,2026-03-26,107088.88,Ana Ruiz 01 00000067,Bruno Garcia 02 00000067,Servicios de consultoria operativa
PO-00364,DCZ750812CFV,2026-04-14,99035.00,Diego Luna 04 00000067,Elena Mora 05 00000067,Servicios de logistica y entrega
PO-00324,DCM920505BZI,2026-05-12,81857.72,Diego Luna 04 00000067,Elena Mora 05 00000067,Soporte y licencias de tecnologia
PO-00259,DDZ710226CSV,2026-02-27,50767.40,Fabian Rios 06 00000067,Fabian Rios 06 00000067,Paquete integrado de adecuacion de planta zona norte
PO-00326,DCY740505CFI,2026-04-04,39015.44,Diego Luna 10 00000067,Ana Ruiz 01 00000067,Servicios de consultoria operativa
PO-00018,DCS981119CCI,2026-01-25,78848.68,Carla Soto 03 00000067,Diego Luna 04 00000067,Mantenimiento preventivo de instalaciones
PO-00359,DCJ890812BXV,2026-04-11,93624.76,Elena Mora 05 00000067,Fabian Rios 06 00000067,Servicios de consultoria operativa
PO-00279,DCV710812CDV,2026-03-03,103436.04,Diego Luna 04 00000067,Elena Mora 05 00000067,Suministro de insumos de produccion
PO-00012,DCK901119BYI,2026-04-24,53510.80,Diego Luna 10 00000067,Ana Ruiz 01 00000067,Servicios de logistica y entrega
PO-00104,DCP950226CAV,2026-06-12,37943.60,Carla Soto 03 00000067,Diego Luna 04 00000067,Servicios de logistica y entrega
PO-00270,DDM881119CMI,2026-03-15,67740.52,Diego Luna 10 00000067,Ana Ruiz 01 00000067,Mantenimiento preventivo de instalaciones
PO-00025,DBY781119BSI,2026-04-05,23722.00,Diego Luna 04 00000067,Elena Mora 05 00000067,Cuota mensual: mantenimiento preventivo de instalaciones
PO-00222,DCE840505BVI,2026-02-11,54492.16,Bruno Garcia 02 00000067,Carla Soto 03 00000067,Servicios de consultoria operativa
PO-00070,DCY740505CFI,2026-04-06,105885.96,Diego Luna 04 00000067,Elena Mora 05 00000067,Servicios de consultoria operativa
PO-00042,DCJ890812BXV,2026-04-14,26496.72,Fabian Rios 06 00000067,Ana Ruiz 07 00000067,Servicios de consultoria operativa
PO-00267,DCA800505BTI,2026-02-05,49996.00,Diego Luna 04 00000067,Elena Mora 05 00000067,Cuota mensual: servicios de logistica y entrega
PO-00257,DDC780505CHI,2026-05-14,38335.68,Fabian Rios 06 00000067,Ana Ruiz 07 00000067,Mantenimiento preventivo de instalaciones
PO-00327,DBZ790226BSV,2026-01-05,25292.64,Ana Ruiz 07 00000067,Bruno Garcia 08 00000067,Cuota mensual: servicios de consultoria operativa
PO-00189,DCF850812BVV,2026-02-23,50379.96,Diego Luna 10 00000067,Ana Ruiz 01 00000067,Servicios de logistica y entrega
PO-00329,DCL910226BYV,2026-05-05,55304.16,Ana Ruiz 01 00000067,Bruno Garcia 02 00000067,Suministro de insumos de produccion
PO-00336,DCW721119CEI,2026-03-10,72190.28,Ana Ruiz 07 00000067,Bruno Garcia 08 00000067,Soporte y licencias de tecnologia
PO-00266,DDP910812CNV,2026-04-20,84642.88,Diego Luna 04 00000067,Elena Mora 05 00000067,Suministro de insumos de produccion
PO-00145,DDJ850226CKV,2026-02-14,35955.36,Elena Mora 05 00000067,Fabian Rios 06 00000067,Servicios de logistica y entrega
PO-00059,DBY781119BSI,2026-06-05,23722.00,Fabian Rios 06 00000067,Ana Ruiz 07 00000067,Cuota mensual: mantenimiento preventivo de instalaciones
PO-00013,DDB770226CGV,2026-05-09,99214.80,Ana Ruiz 07 00000067,Bruno Garcia 08 00000067,Soporte y licencias de tecnologia
PO-00132,DCK901119BYI,2026-04-21,81201.16,Carla Soto 09 00000067,Diego Luna 10 00000067,Servicios de logistica y entrega
PO-00123,DCO941119CAI,2026-06-01,19238.60,Bruno Garcia 02 00000067,Carla Soto 03 00000067,Servicios de consultoria operativa
PO-00037,DCB810812BTV,2026-01-12,87414.12,Diego Luna 10 00000067,Ana Ruiz 01 00000067,Suministro de insumos de produccion
PO-00151,DCK901119BYI,2026-04-19,53260.24,Elena Mora 05 00000067,Fabian Rios 06 00000067,Servicios de logistica y entrega
PO-00122,DCB810812BTV,2026-01-16,43568.44,Bruno Garcia 08 00000067,Carla Soto 09 00000067,Suministro de insumos de produccion
PO-00285,DDE801119CII,2026-06-09,79776.68,Fabian Rios 06 00000067,Ana Ruiz 07 00000067,Servicios de logistica y entrega
PO-00024,DDL870812CLV,2026-03-05,51396.12,Fabian Rios 06 00000067,Ana Ruiz 07 00000067,Soporte y licencias de tecnologia
PO-00303,DBY781119BSI,2026-03-05,23722.00,Carla Soto 03 00000067,Diego Luna 04 00000067,Cuota mensual: mantenimiento preventivo de instalaciones
PO-00148,DDH830812CJV,2026-01-17,81477.24,Ana Ruiz 01 00000067,Bruno Garcia 02 00000067,Mantenimiento preventivo de instalaciones
PO-00277,DBY781119BSI,2026-02-05,23722.00,Bruno Garcia 02 00000067,Carla Soto 03 00000067,Cuota mensual: mantenimiento preventivo de instalaciones
PO-00309,DDU961119CQI,2026-06-09,17875.60,Diego Luna 04 00000067,Elena Mora 05 00000067,Suministro de insumos de produccion
PO-00038,DCX730226CEV,2026-03-25,66232.52,Fabian Rios 06 00000067,Ana Ruiz 07 00000067,Mantenimiento preventivo de instalaciones
PO-00101,DDT950812CPV,2026-05-31,28357.36,Ana Ruiz 07 00000067,Bruno Garcia 08 00000067,Servicios de logistica y entrega
PO-00184,DED750226CUV,2026-04-06,49300.00,Bruno Garcia 08 00000067,Bruno Garcia 08 00000067,Mantenimiento mensual
PO-00167,DCL910226BYV,2026-05-01,22135.12,Carla Soto 03 00000067,Diego Luna 04 00000067,Suministro de insumos de produccion
PO-00158,DCN930812BZV,2026-05-21,57704.20,Ana Ruiz 01 00000067,Bruno Garcia 02 00000067,Mantenimiento preventivo de instalaciones
PO-00291,DCM920505BZI,2026-05-11,89741.08,Ana Ruiz 07 00000067,Bruno Garcia 08 00000067,Soporte y licencias de tecnologia
PO-00163,DDI841119CKI,2026-02-02,96897.12,Ana Ruiz 07 00000067,Bruno Garcia 08 00000067,Servicios de consultoria operativa
PO-00272,DCW721119CEI,2026-03-13,66135.08,Bruno Garcia 08 00000067,Carla Soto 09 00000067,Soporte y licencias de tecnologia
PO-00081,DCS981119CCI,2026-01-30,85131.24,Bruno Garcia 08 00000067,Carla Soto 09 00000067,Mantenimiento preventivo de instalaciones
PO-00097,DCJ890812BXV,2026-04-12,107875.36,Bruno Garcia 02 00000067,Carla Soto 03 00000067,Servicios de consultoria operativa
PO-00256,DDW980505CRI,2026-02-14,83652.24,Carla Soto 09 00000067,Diego Luna 10 00000067,Coordinacion de entregas regionales
PO-00288,DDB770226CGV,2026-05-08,97675.48,Diego Luna 10 00000067,Ana Ruiz 01 00000067,Soporte y licencias de tecnologia
PO-00210,DDG820505CJI,2026-01-09,31441.80,Ana Ruiz 01 00000067,Bruno Garcia 02 00000067,Soporte y licencias de tecnologia
PO-00154,DDV970226CQV,2026-06-22,18720.08,Carla Soto 09 00000067,Diego Luna 10 00000067,Soporte y licencias de tecnologia
PO-00332,DDS940505CPI,2026-05-23,21588.76,Ana Ruiz 07 00000067,Bruno Garcia 08 00000067,Servicios de consultoria operativa
PO-00124,DCM920505BZI,2026-05-10,40796.04,Diego Luna 10 00000067,Ana Ruiz 01 00000067,Soporte y licencias de tecnologia
PO-00292,DCL910226BYV,2026-05-02,64151.48,Diego Luna 10 00000067,Ana Ruiz 01 00000067,Suministro de insumos de produccion
PO-00339,DBZ790226BSV,2026-04-05,25292.64,Diego Luna 10 00000067,Ana Ruiz 01 00000067,Cuota mensual: servicios de consultoria operativa
PO-00312,DCH870226BWV,2026-03-19,106083.16,Fabian Rios 06 00000067,Ana Ruiz 07 00000067,Soporte y licencias de tecnologia
PO-00249,DDG820505CJI,2026-01-10,96080.48,Bruno Garcia 08 00000067,Carla Soto 09 00000067,Soporte y licencias de tecnologia
PO-00227,DCJ890812BXV,2026-04-08,17670.28,Diego Luna 04 00000067,Elena Mora 05 00000067,Servicios de consultoria operativa
PO-00125,DCG861119BWI,2026-03-07,108187.40,Bruno Garcia 08 00000067,Carla Soto 09 00000067,Suministro de insumos de produccion
PO-00128,DDA761119CGI,2026-04-23,71942.04,Ana Ruiz 01 00000067,Bruno Garcia 02 00000067,Suministro de insumos de produccion
PO-00085,DCY740505CFI,2026-04-02,82000.40,Fabian Rios 06 00000067,Ana Ruiz 07 00000067,Servicios de consultoria operativa
PO-00050,DCI880505BXI,2026-03-31,33130.76,Diego Luna 04 00000067,Elena Mora 05 00000067,Mantenimiento preventivo de instalaciones
PO-00062,DCQ960505CBI,2026-06-23,80737.16,Diego Luna 04 00000067,Elena Mora 05 00000067,Suministro de insumos de produccion
PO-00186,DCB810812BTV,2026-01-15,36147.92,Ana Ruiz 01 00000067,Bruno Garcia 02 00000067,Suministro de insumos de produccion
PO-00225,DCI880505BXI,2026-03-28,74133.28,Carla Soto 03 00000067,Diego Luna 04 00000067,Mantenimiento preventivo de instalaciones
PO-00331,DDH830812CJV,2026-01-23,28371.28,Carla Soto 03 00000067,Diego Luna 04 00000067,Mantenimiento preventivo de instalaciones
PO-00027,DDD790812CHV,2026-05-31,72321.36,Carla Soto 09 00000067,Diego Luna 10 00000067,Servicios de consultoria operativa
PO-00002,DCW721119CEI,2026-03-12,62178.32,Ana Ruiz 01 00000067,Bruno Garcia 02 00000067,Soporte y licencias de tecnologia
PO-00340,DDD790812CHV,2026-05-25,37139.72,Ana Ruiz 07 00000067,Bruno Garcia 08 00000067,Servicios de consultoria operativa
PO-00247,DCE840505BVI,2026-02-15,67070.04,Diego Luna 10 00000067,Ana Ruiz 01 00000067,Servicios de consultoria operativa
PO-00034,DCO941119CAI,2026-06-06,18975.28,Ana Ruiz 07 00000067,Bruno Garcia 08 00000067,Servicios de consultoria operativa
PO-00147,DCR970812CBV,2026-01-19,32310.64,Ana Ruiz 07 00000067,Bruno Garcia 08 00000067,Soporte y licencias de tecnologia
PO-00238,DCM920505BZI,2026-05-16,25509.56,Bruno Garcia 02 00000067,Carla Soto 03 00000067,Soporte y licencias de tecnologia
PO-00040,DCF850812BVV,2026-02-25,60802.56,Diego Luna 04 00000067,Elena Mora 05 00000067,Servicios de logistica y entrega
PO-00260,DDH830812CJV,2026-01-22,23443.60,Fabian Rios 06 00000067,Ana Ruiz 07 00000067,Mantenimiento preventivo de instalaciones
PO-00105,DDR930226COV,2026-05-12,82971.32,Fabian Rios 06 00000067,Ana Ruiz 07 00000067,Mantenimiento preventivo de instalaciones
PO-00166,DCZ750812CFV,2026-04-17,100487.32,Elena Mora 05 00000067,Fabian Rios 06 00000067,Servicios de logistica y entrega
PO-00192,DCA800505BTI,2026-05-05,49996.00,Ana Ruiz 07 00000067,Bruno Garcia 08 00000067,Cuota mensual: servicios de logistica y entrega
PO-00053,DCR970812CBV,2026-01-15,91646.96,Carla Soto 09 00000067,Diego Luna 10 00000067,Soporte y licencias de tecnologia
PO-00155,DCE840505BVI,2026-02-14,105967.16,Carla Soto 03 00000067,Diego Luna 04 00000067,Servicios de consultoria operativa
PO-00080,DCH870226BWV,2026-03-23,83423.72,Diego Luna 04 00000067,Elena Mora 05 00000067,Soporte y licencias de tecnologia
PO-00253,DCM920505BZI,2026-05-14,83602.36,Bruno Garcia 08 00000067,Carla Soto 09 00000067,Soporte y licencias de tecnologia
PO-00218,DCH870226BWV,2026-03-17,25725.32,Bruno Garcia 02 00000067,Carla Soto 03 00000067,Soporte y licencias de tecnologia
PO-00281,DCT990226CCV,2026-02-05,59438.40,Diego Luna 04 00000067,Elena Mora 05 00000067,Servicios de consultoria operativa
PO-00010,DDE801119CII,2026-06-10,97069.96,Carla Soto 03 00000067,Diego Luna 04 00000067,Servicios de logistica y entrega
PO-00170,DDC780505CHI,2026-05-15,15090.44,Carla Soto 03 00000067,Diego Luna 04 00000067,Mantenimiento preventivo de instalaciones
PO-00069,DDI841119CKI,2026-01-29,61670.24,Carla Soto 09 00000067,Diego Luna 10 00000067,Servicios de consultoria operativa
PO-00196,DCC821119BUI,2026-01-23,57866.60,Ana Ruiz 01 00000067,Bruno Garcia 02 00000067,Soporte y licencias de tecnologia
PO-00211,DCO941119CAI,2026-06-05,41212.48,Diego Luna 10 00000067,Ana Ruiz 01 00000067,Servicios de consultoria operativa
PO-00149,DDF810226CIV,2026-06-17,83103.56,Fabian Rios 06 00000067,Ana Ruiz 07 00000067,Suministro de insumos de produccion
PO-00240,DCI880505BXI,2026-04-03,42986.12,Elena Mora 05 00000067,Fabian Rios 06 00000067,Mantenimiento preventivo de instalaciones
PO-00057,DDI841119CKI,2026-01-30,108507.56,Fabian Rios 06 00000067,Ana Ruiz 07 00000067,Servicios de consultoria operativa
PO-00019,DDQ921119COI,2026-05-02,74052.08,Bruno Garcia 02 00000067,Carla Soto 03 00000067,Soporte y licencias de tecnologia
PO-00134,DCV710812CDV,2026-02-26,60781.68,Carla Soto 09 00000067,Diego Luna 10 00000067,Suministro de insumos de produccion
PO-00116,DDM881119CMI,2026-03-18,29981.36,Ana Ruiz 01 00000067,Bruno Garcia 02 00000067,Mantenimiento preventivo de instalaciones
PO-00308,DDU961119CQI,2026-06-14,69480.52,Carla Soto 09 00000067,Diego Luna 10 00000067,Suministro de insumos de produccion
PO-00237,DDP910812CNV,2026-04-16,72830.60,Fabian Rios 06 00000067,Ana Ruiz 07 00000067,Suministro de insumos de produccion
PO-00323,DDF810226CIV,2026-06-22,21586.44,Ana Ruiz 01 00000067,Bruno Garcia 02 00000067,Suministro de insumos de produccion
PO-00338,DDK860505CLI,2026-02-23,66930.84,Bruno Garcia 02 00000067,Carla Soto 03 00000067,Suministro de insumos de produccion
PO-00031,DDD790812CHV,2026-05-27,36716.32,Ana Ruiz 01 00000067,Bruno Garcia 02 00000067,Servicios de consultoria operativa
PO-00212,DCU700505CDI,2026-02-15,88603.12,Bruno Garcia 08 00000067,Carla Soto 09 00000067,Servicios de logistica y entrega
